text,category
Next and last panel for today: &quot;Google Doodles: Burning Man to Pac-Man and Beyond&quot; #SXSW #SXSWi #GoogleDoodles,Neutral emotion
"24 hours later, we retreat back to our hotel, bushwhacked. Ringo Deathstarr'd, never seen so many effects pedals  #sxsw {link}",Neutral emotion
Grab the latest @mention before #SXSW! {link},Neutral emotion
"@mention latest iPhone, are you at #SxSW? How long would it take to fix and how much.",Neutral emotion
SO COOL: latest version of google maps mobile has 3D buildings. Not sure if they've mapped Aus to that detail yet ;-) #sxsw,Positive emotion
@mention launched there 1st iPad app at #SXSW! Get all the details + the first edition FREE,Neutral emotion
@mention launching Gowalla 3 for Droid at #SxSW - should push 4square and Groupon {link},Positive emotion
iPad 2 sold out in all retail stores...except for #sxsw pop up store in Austin? #igottagetit,Positive emotion
"#iPad2 Sold Out, 70% Went to New Buyers - WOW!  {link} via @mention @mention #sxsw",Positive emotion
"iPad 2 Sold Out, 70% Went to New Buyers [REPORT] - {link} #sxsw #socialmedia #tech #ipad2 #media",Neutral emotion
They should stock up on Mophie juice packs: Apple temp store opens in Austin for #SXSW &amp; iPad 2 launch {link} via @mention,Positive emotion
"I just held the new iPad, I have envy, but my baby is still working so well at #sxsw.",Positive emotion
"Man, Google *should* launch Circles at #SXSW. Talk about striking while the iron is hot. | @mention @mention",Positive emotion
"Lovin apple &amp; ipad2
#apple #austin #SXSW",Positive emotion
#sxsw Apple #iPad2 line took less than 10 minutes.,Neutral emotion
Cant handle #SxSW traffic? RT @mention Dear @mention your own app for iPhone has sucked all day. #crashing,Negative emotion
Love Google Analytics! Thanks to the followers at #SXSW who took the time to check out my new post!,Positive emotion
Hope people ask the tough questions. RT @mention Reminder: Android and Chrome TTS talk @mention 1 PM today!  {link}  #sxsw,Neutral emotion
"This double buzzing issue with iPhone iOS 4.3 is getting annoying. In other news, an iPhone may fly across the room at #GR2L2 #SXSW",Negative emotion
Geen Google Circles vandaag! RT @mention We're not launching any products at #SXSW but we're doing plenty else.,Neutral emotion
Will Google Circles take on Facebook?  {link} #circles #sxsw,Neutral emotion
Will Google Circles take on Facebook. {link} #circles #sxsw,Neutral emotion
LOL. #Apple erects temporary Apple Store in #Austin for #SXSW to sell #iPad 2. {link},Neutral emotion
Any #Google fans in town for #SXSW? Stop by the Austin GTUG meeting Wednesday the 7th at 7:00pm. map link: {link},Neutral emotion
Next battle for banks are mobile phone operators and Google &amp; Apple. #bankinnovation #sxsw,Neutral emotion
Chris Poole from 4chan recommends you Google: refrigerator magnet game. Very cute shared experience game. #sxswmoot #sxsw #sxswi,Positive emotion
"#tech Apple heads to #SXSW, sets up temporary store in Austin {link}",Positive emotion
More #apple iPads per capital at #sxsw then anywhere else in the world except for Foxconn,Neutral emotion
&quot;Apple is the most elegant fascist company in America.&quot; #flipboard #SXSW,Negative emotion
Will Google launch a new social network called 'Circles' at South by Southwest today?  {link}  #SXSW #Circles #Google,Neutral emotion
Have Google launched their next social media flop yet? #sxsw,Negative emotion
&quot;Apple likes it if you pay them. That's what Apple likes.&quot; - Barry Diller #SXSW (@mention ACC - Ballroom D) [pic]: {link},Negative emotion
Line a mile long outside. Lucky to get in just to sit on the floor -Your Mom Has An iPad. I miss the old days at #sxsw before 40% + growth!,Neutral emotion
That Google Maps for Mobile demonstration just rocked my world. #SXSW #UOsxsw #marissamayer,Positive emotion
Wow! Google maps for mobile v5 demo at #sxsw. Very nice.,Positive emotion
The #google name was built on gettinng stuff out there and trying it with users to see what works. #marissagoogle #sxsw,Positive emotion
&quot;Apple opening a temporary store in Austin for SXSW and the iPad 2 launch:&quot; {link} #SXSW,Neutral emotion
#tech Apple Opening Pop-Up Store In Austin For #SXSW {link},Positive emotion
GSDM Google party is off the hook! #SXSW  {link},Positive emotion
#SXSW Apple picked a great venue to launch the new Ipads.,Positive emotion
"#SXSW Apple Pop Up Store still has iPads in stock, we are waiting on line {link} via @mention #apple #ipad2Û",Neutral emotion
Will Google preview a major new social service called Google Circles today at #SXSW {link},Neutral emotion
Will Google reveal a new social network called Circles?  {link} #Google #Facebook #SXSW,Neutral emotion
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link},Neutral emotion
will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} (via @mention,Neutral emotion
Will Google reveal a new social network called Circles? #Google #Facebook #Twitter #SXSW {link} via @mention,Neutral emotion
"#tech Apple saves #SXSW, set to open pop-up store {link}",Neutral emotion
"Cool. Apple sets up 5,000 sq. ft. temporary store at #SXSW to sell iPad 2's. {link}",Positive emotion
Popup Apple Store crew has been giving out water to the people in line but they are in street clothes. No Apple logos anywhere yet. #SXSW,Neutral emotion
Popup Apple Store opens up for #SXSW. Love that this is going to be right in the middle of the action. {link} via @mention,Positive emotion
#sxsw apple store run out for the day :( boo apple.,Negative emotion
Japan Apple Stores serve as rallying point after massive quake {link} #entry #friends #house #sxsw,Positive emotion
"love google street maps. Getting an idea of where everything is, in relation to the Austin Convention Center. Alamo Drafthouse Cinema #sxsw",Positive emotion
Make people think they've arrived @mention wrong website. Make them go to Google to search for your site again #killcommunity  via @mention #sxsw,Neutral emotion
From #Apple to #Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Neutral emotion
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw,Neutral emotion
From #Apple to Naomi Campbell: pop-up stores are all the rage: {link} #sxsw: From #Apple to Naomi Ca... {link},Neutral emotion
Cool! Apple to open temporary store at SXSW {link} #sxsw,Positive emotion
nice! Apple to open pop-up store during #sxsw across from my office. {link},Positive emotion
"Will Google TV v 2 be too late, overrun by XBox, PS3, Wii, Netflix and the like; all ready now? #SXSW Barry Diller QA",Neutral emotion
When Google were talking about &quot;topicality and reputation&quot; in search ranking I'm sure I saw Bing writing down notes... #qagb #sxsw,Neutral emotion
"Dear google, your photobooth sucks. #sxsw",Negative emotion
&quot;Apple: the most elegant fascist corporation in America today.&quot; -- Kara Swisher #sxsw #flipboard,Negative emotion
SXSW people: There is no Hacky Sack app on the iPAD - so stop asking.  #SXSW,Neutral emotion
This Google/Bing Q&amp;A panel is like the world's most expensive SEO consultation. #SXSW,Positive emotion
Temp #Apple$tore set up for #SXSW YAY! {link} #Austin #tech,Positive emotion
Rumours cleared &gt;&gt; RT @mention We're not launching any products at #SXSW but we're doing plenty else. Join us {link},Neutral emotion
About to learn all about design headaches for iPad #sxsw,Negative emotion
Ready to learn! &quot;Designing iPad Interfaces - New Navigation Schemas&quot; #SXSW #UXDes,Positive emotion
On plane leaving for #sxsw.... I have never seen so many #apple devices on one plane! ;-),Positive emotion
Google celebrating Pi Day in style at #SXSW -  {link},Positive emotion
"*Spark selected as a finalist in Team Android Choice awards! If you're in Austin 3/13, please come &amp; support {link} #sxsw",Positive emotion
Yeah Googlegays! Get your SxSWSex on! @mention Popular Gay Dating App Grindr Now on Android - {link} #Grindr #SxSW,Positive emotion
"At #SxSW Leo Laporte pledges a fan's wife 1 &quot;GB Wifi White iPad&quot;. How about!? And, no, Leo was not drunk.",Neutral emotion
Barry Diller interview at #SXSW was pretty high level. Does not understand the Daily on iPad. All company valuations are high.,Neutral emotion
"Barry Diller says iPad-only magazines like The Daily don't make sense, {link} #sxsw",Negative emotion
Barry Diller says that you're silly if you write content for one form factor only. Apple like it because they get money #SXSW,Negative emotion
"Barry Diller Talks Daily Beast/Newsweek, The Daily, and the #iPad at #SXSW {link} #seo #sem #thedaily #barrydiller #topnews",Neutral emotion
Barry Diller: I have a truly emotional thing about the iPad. Harlow: iPad2? Diller: &quot;It's better.&quot; #sxsw,Positive emotion
Barry Diller: Newsbeast Merger Might Not Work: Barry Diller... {link} #News #Barry_Diller #iac #Newsweek #sxsw #Cyber #iPhone,Neutral emotion
Barry Diller: will not do an iPad-only newspaper app. &quot;iPad will be superseded.&quot; #SXSW,Neutral emotion
Barry Diller's pragmatic and straight forward which is nice. Looks like he wants us to grab pitchforks vs. Apple #SXSW,Negative emotion
Every outlet in this bar has an iPhone charger in it. #sxsw (@mention The Driskill Hotel Bar w/ 16 others) [pic]: {link},Neutral emotion
@mention Let me know if you don't get an Apple TV from #sxsw. I have a colleague who'll fly to Vegas for a short trip in a few days.,Neutral emotion
"IPad, tablet, etc are aiding in greater adoption of mobile devices because screen size is larger #mobilefarm #SXSW",Neutral emotion
@mention let's go to the apple store and score an ipad. #sxsw #widfy,Positive emotion
#SXSW Go let's you rate &amp; review sessions (although the experience on the iPhone is a bit torturous).,Negative emotion
And how clever that the iPad2 comes out the first day of #SXSW with a pop up apple store right indoor town Austin. Clever!,Positive emotion
: Aron Pilhofer from The New York Times just endorsed HTML over iPad at the #NewsApps #sxsw and asked us not to tweet what he actually said!,Positive emotion
Austin police hard at work guarding the Apple store. #sxsw {link},Neutral emotion
"I mean, sliced bread is great. But google bread is going to be revolutionary. #sxsw",Positive emotion
My sis Julie and I are in a life and death Rockaroke struggle to win her an iPad at the #Fandango #SXSW party. Hole and Bad Religion so far,Positive emotion
"You want likability of Virgin, trustworthiness of Zappos and product of Apple. @mention #pnid #sxsw #enchantment",Positive emotion
"It looks like a laptop, but it's a dock for the Motorola Atrix, an Android phone from #ATT. It is awesome. #SXSW {link}",Positive emotion
Partying like it's 1986 (last time privacy law updated) with Google and the ACLU #sxsw (@mention Maggie Mae's) [pic]: {link},Positive emotion
&lt;Nice lil sizzle reel&gt; #SXSW: By the numbers (VIDEO) {link} #music #socialmedia,Neutral emotion
"First in line @mention #sxsw @mention store for the #ipad2!! (@mention Apple Store, SXSW) [pic]: {link}",Positive emotion
10:30 AM line at Apple pop-up store in Austin. It opens at 5 PM. #sxsw {link},Neutral emotion
The long line at the Ginger Man's bathroom just saved me $829. The #SXSW pop-up Apple store closed right at midnight (as I walked up).,Neutral emotion
"141st in line for #ipad2 at #SXSW (@mention Apple Store, SXSW w/ 38 others) {link}",Neutral emotion
Mad long line for Google party at Maggie Mae's. Hope it's worth it.. but with 80s theme I am very optimistic #sxsw,Positive emotion
"First in line this morning at the Apple pop-up store in Austin, @mention caught the @mention this morning {link} #sxsw",Neutral emotion
Apple declines to be at the html5 browser wars IV panel #SXSW,Neutral emotion
Apple selling iPad 2 at #sxsw. California is great at building cult followings. {link},Positive emotion
Who's killing it at #chevytweethouse ? @mention - the iPad DJ! #sxsw {link},Positive emotion
Still feeling pukey and jet blue terminal was smelling like farts. Managed to buy apple slices for $5 too. #notwinning #sxsw,Neutral emotion
Apple selling the new Terp2it album? RT @mention Now more than 200 lined up for #SXSW Apple pop up store,Neutral emotion
